word,machine,human,label
intonation,karin magana,karin magana,positive
deploringly,turawa,turawa,negative
vitriolic,bitriolic,zafafan kalamai,negative
carnal,jiki,jiki,negative
remorselessness,nadama,nadama,negative
radicalization,radicalization,rikon akida,negative
gutsy,gutsy,mai farin ciki,positive
handily,hannu,mai sauki,positive
liable,abin dogaro,abin dogaro,negative
solicitously,a hankali,a hankali,positive
revenge,fansa,fansa,negative
cramped,matsattse,matsattse,negative
fussy,m,mara gamsarwa,negative
suspension,dakatarwa,dakatarwa,negative
frown,yamutsa fuska,yamutsa fuska,negative
devastate,lalace,lalatawa,negative
nappy,nappy,jarabar jima'i,negative
unrequited,ba a karanta ba,ba a karanta ba,negative
subservient,mai biyayya,mai biyayya,negative
commitment,sadaukarwa,sadaukarwa,positive
sloow,maras kyau,maras kyau,negative
commit,aikata,aikata,positive
eradication,kawarwa,kawarwa,negative
demonizing,yin aljannu,yin aljannu,negative
startled,firgita,firgita,negative
unuseably,wanda ba'a iya amfani dashi,wanda ba'a iya amfani dashi,negative
submissive,masu biyayya,masu biyayya,negative
inaccuracies,rashin daidaito,rashin daidaito,negative
reluctantly,ba da son rai ba,ba da son rai ba,negative
impersonal,m,budadden lamari,negative
fatalistic,fatalistic,mummuna,negative
retaliation,ramuwar gayya,ramuwar gayya,negative
feeling,ji,ji,negative
fondly,so,so,positive
pandemic,annoba,annoba,negative
convient,yarda,mai dadi,positive
febrile,febrile,alamar zazzabi,negative
weird,m,m,negative
seduction,lalata,lalata,negative
motivated,m,motsa,positive
well-regarded,da-kyau,yardajje,positive
unsustainable,mara dorewa,mara dorewa,negative
money,kudi,kudi,positive
sluts,sluts,karuwai,negative
dreamland,ƙasar mafarki,abin buri,positive
ranters,masu nunawa,masu nunawa,negative
chairman,shugaba,shugaba,positive
nuisance,fitina,fitina,negative
scummy,scummy,mara kyau,negative
jealousy,kishi,kishi,negative
obsessiveness,muguwar magana,damuwa,negative
beauties,kawata,ya kawata,positive
unnoticed,ba a sani ba,ba a sani ba,negative
don,don,sanyawa,positive
poised,a shirye,a kintse,positive
cynic,mai zagi,mai zagi,negative
undaunted,undaunted,tsayin daka,positive
implausibly,ba zai yiwu ba,ba zai yiwu ba,negative
morons,morons,yana  izgili,negative
intellectual,mai hankali,mai hankali,positive
cool,sanyaya,sanyaya,positive
rhetoric,magana,magana,negative
mislead,yaudara,yaudara,negative
possessed,mallaki,mallaki,negative
inviolable,mara iyaka,mara iyaka,positive
beggar,maroki,maroki,negative
shithead,shithead,banza,negative
drawback,drawback,koma-baya,negative
misread,rashin karantawa,rashin karantawa,negative
incredulously,ba da hankali ba,ba da hankali ba,negative
ecenomical,ecenomical,tattali,positive
rebuke,tsawata,tsawata,negative
unwieldy,mara nauyi,mara nauyi,negative
endanger,yin haɗari,fuskantar hadari,negative
regret,nadama,nadama,negative
swear,rantsuwa,rantsuwa,positive
confirmed,tabbatar,tabbatar,positive
civilization,wayewa,wayewa,positive
enterprising,shagala,iyawa,positive
wasted,bata,bata,negative
maroon,maroon,ruwan makuba,negative
candid,m,zahiri,positive
fitting,dacewa,dacewa,positive
slogged,slogged,hidima,negative
abysmal,abysmal,mara kyau matuka,negative
capriciousness,kamun kai,kamun kai,negative
worn,sawa,sawa,negative
sarcoma,sarcoma,nau'in cutar daji,negative
award,kyauta,kyautar girmamawa,positive
fortune,arziki,arziki,positive
obsolete,tsufa,tsufa,negative
nectar,ruwan zuma,ruwan zuma,positive
advocates,masu ba da shawara,masu ba da shawara,positive
engrossing,cikawa,cikawa,positive
detesting,ƙyama,ƙyama,negative
invasion,mamayewa,mamayewa,negative
sponsor,mai tallafawa,majibinci,positive
remove,cire,cire,negative
friendship,abota,abota,positive
ill-favored,mara kyau-falala,mara alfarma,negative
detriment,cutarwa,cutarwa,negative
reaffirmation,sake tabbatarwa,sake tabbatarwa,positive
settlor,mazaunin,mazaunin,positive
inadvisably,ba a iya gani,ba a iya gani,negative
suffice,isa,isa,positive
shortage,karanci,karanci,negative
secure,amintattu,samu,positive
accidentally,bazata,bazata,negative
lofty,m,garkameme dogo,negative
depressed,tawayar,tawayar,negative
chastises,azabtarwa,yana azabtarwa,negative
blurring,bluring,mai dusaahewa,negative
ordeal,wahala,wahala,negative
err,kuskure,kuskure,negative
rupture,fashewa,fashewa,negative
ditty,ditty,gajeriyar waka,positive
awestruck,mamaki,mamaki,positive
late,marigayi,marigayi,negative
cracked,fashe,fashe,negative
playful,mai wasa,mai wasa,positive
dependent,dogara,dogara,negative
uproot,jijiya,jijiya,negative
mischievous,mischievous,jan rigima,negative
angelic,mala'iku,na Mala'iku,positive
honesty,gaskiya,gaskiya,positive
present,gabatar,gabatar,positive
humerous,mai raɗaɗi,mai raɗaɗi,positive
alarm,ƙararrawa,ƙararrawa,negative
pittance,rarar kudi,rarar kudi,negative
underline,ja layi,ja layi,positive
reformer,mai kawo gyara,mai kawo gyara,positive
curt,ɓata,ɓata,negative
script,rubutun,rubutun,positive
inexcusable,abin gafartawa,Mara uziri,negative
john,john,mai dadiro,negative
diverse,iri -iri,iri -iri,negative
clunky,maras kyau,maras kyau,negative
simplistically,cikin sauki,cikin sauki,negative
oppressive,zalunci,zalunci,negative
hale,hale,kuzari,positive
jollify,santala,yin murna,positive
attractions,jan hankali,jan hankali,positive
humanity,bil'adama,bil'adama,positive
fails,ya kasa,ya kasa,negative
punish,hukunta,hukunta,negative
loophole,madauki,madauki,negative
flu,mura,mura,negative
reliability,aminci,aminci,positive
adapt,daidaita,daidaita,positive
septic,septic,kwayar cuta,negative
castrated,zaba,zaba,negative
operatic,mai aiki,mai aiki,negative
madder,mahaukaci,mahaukaci,negative
conspicuously,a bayyane,a bayyane,negative
hoot,zafi,zafi,negative
proving,tabbatar,tabbatar,positive
stalwart,tsayayye,tsayayye,positive
well-bred,da kyau-bred,halin nagarta,positive
stumbled,tuntuɓe,tuntuɓe,negative
disillusion,rashin hankali,rashin hankali,negative
sweetness,zaƙi,zaƙi,positive
sage,mai hikima,mai hikima,positive
naïve,nave,nave,negative
detract,rage hankali,shiririta,negative
rockstar,tauraron dutse,mashahurin mawaki,positive
eccentricity,eccentricity,kasada,negative
outrageous,wuce gona da iri,wuce gona da iri,negative
brawl,faɗa,faɗa,negative
evergreen,har abada,har abada,positive
illustrious,mai haske,mai haske,positive
scintilla,scintilla,kankani,positive
torturing,azabtarwa,mai azaba,negative
revels,revels,yana muwalati,positive
bugaboo,buguwa,buguwa,negative
interference,tsangwama,tsoma baki,negative
infatuation,soyayya,soyayya,positive
scarcity,karanci,karanci,negative
admit,shigar da,shigar da,negative
imbecile,rashin kyau,rashin kyau,negative
forthcoming,mai zuwa,mai zuwa,positive
drowned,nutsar da shi,nutsar da shi,negative
daughter,'ya,'ya,positive
defeats,shan kashi,ya sha kashi,positive
breathtaking,mai daukar hankali,mai daukar hankali,positive
purify,tsarkakewa,tsarkakewa,positive
synchronize,aiki tare,hadawa,positive
disoobedient,disoobedient,rashin biyayya,negative
despondently,cikin damuwa,cire haso,negative
inviolate,hana aiki,hana aiki,positive
solicitous,mai hankali,mai hankali,positive
ferociously,cikin hanzari,cikin hanzari,negative
infliction,zalunci,zalunci,negative
unconstrained,ba a tsare ba,ba a tsare ba,positive
specter,kallo,kallo,negative
desiring,marmarin,marmarin,positive
suspicions,zato,zato,negative
gainful,riba,riba,positive
struggles,gwagwarmaya,yana gwagwarmaya,negative
invisible,ganuwa,rashin ganuwa,negative
sceptical,m,shakku,negative
optionless,babu zaɓi,babu zaɓi,negative
empathize,tausaya wa,tausaya wa,positive
volatile,m,mai canjawa,negative
vice,mataimakin,mataimakin,negative
overwhelming,saran,mamaya,negative
unhappily,rashin farin ciki,rashin farin ciki,negative
yearning,marmarin,jajircewa,positive
slut,slut,karuwa,negative
flak,flak,zargi,negative
richer,wadata,wadatacce,positive
over-awe,bisa-tsoro,bisa-tsoro,negative
assassin,mai kisan kai,mai kisan kai,negative
crept,yi ratse,yi ratse,negative
dejects,kasa,yana yin kasa,negative
insufferable,wanda ba zai yiwu ba,wanda ba zai yiwu ba,negative
vibrate,makarkata,girgiza,negative
imminence,kusanci,kusanci,negative
reproductive,haihuwa,haihuwa,positive
shrewd,mai hankali,mai hankali,positive
energize,kuzari,kuzari,positive
faulty,karkatattu,karkatattu,negative
superstition,camfi,camfi,negative
drunk,buguwa,buguwa,negative
mourner,makoci,mai jimamin mutuwa,negative
polarisation,rarrabuwar kai,rarrabuwar kai,negative
mesmerize,mai da hankali,daukar hankali,positive
stoned,jifa,jifa,negative
infuriates,tsokana,ya na tsokana,negative
mature,balagagge,balagagge,positive
enviably,hasada,hasada,positive
debt,bashi,bashi,negative
commanding,umarni,umarni,positive
athletic,'yan wasa,wasan tsalle-tsalle,positive
star,tauraro,tauraro,positive
gallantly,cikin annashuwa,cikin annashuwa,positive
refute,musanta,musanta,negative
socialist,ɗan gurguzu,ɗan gurguzu,negative
cursing,la'anta,la'anta,negative
unconditional,ba sharadi,mara sharadi,positive
white,fari,fari,positive
skid,skid,zamiya,negative
astonish,mamaki,mamaki,positive
superficially,sama-sama,sama-sama,negative
traction,gogayya,gogayya,positive
ding,ding,bugawa,negative
procrastinate,jinkirta,jinkirta,negative
gnome,gnome,mutum gajere,negative
waffle,waffle,rashin ma'ana,negative
imposed,tilasta,tilasta,negative
inflamed,kumbura,kumbura,negative
slogs,slogs,yana hidimtawa,negative
lowly,kaskantacce,kaskantacce,negative
hire,haya,haya,positive
unrealistic,mara gaskiya,mara gaskiya,negative
notables,mashahuran,mashahuran,positive
improbably,mai yiwuwa,mara yiwuwa,negative
existence,wanzuwar,wanzuwar,positive
noob,noob,mara kwarewa,negative
scapegoats,sankarau,sankarau,negative
licentious,maras lasisi,maras lasisi,negative
deploring,turawa,turawa,negative
potable,mai iyawa,mai iyawa,positive
realizable,realizable,ankararre,positive
redemption,fansa,fansa,positive
disown,ƙi,kore mallaka,negative
confined,tsare,boye,negative
interlude,interlude,tsakani,positive
sappy,sappy,wawa,negative
jocular,jocular,mai barkwanci,positive
smashed,fasa,fasa,negative
exuberantly,cike da murna,cike da murna,positive
clash,karo,karo,negative
swipe,gogewa,gogewa,negative
embezzlement,almubazzaranci,almubazzaranci,negative
intimidated,tsorace,tsorace,negative
appalled,firgita,firgita,negative
egregious,misregris,mummunan abu,negative
debate,muhawara,muhawara,positive
unauthorized,mara izini,mara izini,negative
dodgey,dodgey,mai karewa,negative
detracted,lalacewa,lalacewa,negative
quarrel,rigima,rigima,negative
sky,sama,sama,positive
mercy,rahama,rahama,positive
burdening,nauyi,nauyi,negative
contrasted,ya bambanta,ya bambanta,negative
reproachful,abin zargi,abin zargi,negative
arouse,tada,tada,positive
forfeit,wadata,wadata,negative
misaligned,misaligned,rashin daidaito,negative
contribute,ba da gudummawa,ba da gudummawa,positive
hard-working,mai aiki tukuru,mai aiki tukuru,positive
truthfulness,gaskiya,gaskiya,positive
beleaguer,beleaguer,mai jawo matsala,negative
irreformable,wanda ba zai iya daidaitawa ba,wanda ba zai iya daidaitawa ba,negative
intuition,ilhami,ilhami,positive
joker,mai wasa,mai wasa,negative
escapes,tsere,tsere,negative
extend,miƙa,miƙa,positive
gaffe,gaffe,zancen banza,negative
posthumous,bayan mutuwa,bayan mutuwa,negative
veritable,gaskiya,gaskiya,positive
lurch,ɓata,ɓata,negative
degree,digiri,digiri,positive
enjoying,jin dadin,jin dadin,positive
upsetting,damuwa,damuwa,negative
misjudge,kuskure,kuskure,negative
seduce,lalata,lalata,negative
stressfully,damuwa,damuwa,negative
cannibalize,cin naman mutane,cin naman mutane,negative
qualifying,cancanta,cancanta,positive
fascination,sha'awa,sha'awa,positive
meager,kadan,kadan,negative
angers,fushin,yana fushi,negative
stigmatize,ƙyama,kyamata,negative
longingly,dogon buri,dogon buri,negative
innovative,bidi'a,na kirkira,positive
luck,sa'a,sa'a,positive
obliging,wajibi,wajibi,positive
cult,ibada,ibada,negative
ram,rago,rago,negative
tiredness,gajiya,gajiya,negative
FALSE,ƙarya,ƙarya,negative
manslaughter,kisan kai,kisan kai,negative
meritorious,abin yabo,abin yabo,positive
warm,dumi,dumi,positive
unnerve,unnerve,kashe jiki,negative
deny,ƙaryatãwa,ƙaryatãwa,negative
enjoyed,naji dadin,naji dadin,positive
discolored,canza launi,rashin canjin launi,negative
illusory,m,haka-haka,negative
worrier,damuwa,damuwa,negative
gimmicky,gimmicky,ci baya,negative
cannibalism,cin naman mutane,cin naman mutane,negative
desolation,lalacewa,kadaici,negative
intrusion,kutse,kutse,negative
meditate,yin zuzzurfan tunani,yin zuzzurfan tunani,positive
lemon,lemun tsami,lemun tsami,negative
benign,m,mai Kara lafiya,positive
faithful,aminci,aminci,positive
upbraid,tsawaitawa,tsawaitawa,negative
honeymoon,gudun amarci,kwanakin amarci,positive
sweet,mai dadi,mai dadi,positive
steadfastness,haƙuri,tabbatacce,positive
horrendous,mai ban tsoro,mai ban tsoro,negative
bashing,bashing,zagi,negative
counter-attack,kai hari,kai hari,positive
discriminating,nuna bambanci,nuna bambanci,negative
condemnable,la'ana,la'ana,negative
wicket,wicket,tsayayyun sanduna uku na wasan kirket,positive
evasion,kaucewa,kaucewa,negative
unscrupulous,rashin ladabi,rashin ladabi,negative
busybody,mai shagala,shagalalle,negative
homesick,rashin gida,rashin gida,negative
weakness,rauni,rauni,negative
battlefield,fagen fama,fagen fama,negative
torrid,torrid,mai wahala,negative
limited,iyakance,iyakance,negative
feud,rigima,rigima,negative
reticent,reticant,reticant,negative
stuffy,cushe,cushe,negative
risks,kasada,yana kasada,negative
conservation,kiyayewa,kiyayewa,positive
proposition,shawara,shawara,positive
exellent,madalla,madalla,positive
aversion,kyama,kyama,negative
capitalist,dan jari hujja,dan jari hujja,positive
hobble,hobble,tafiya a hargitse,negative
ebulliently,akullum,akullum,positive
craftily,da dabara,da dabara,negative
foreman,shugaba,shugaba,positive
fascinatingly,mai ban sha'awa,mai ban sha'awa,positive
revise,bita,bita,positive
illegality,rashin bin doka,rashin bin doka,negative
usefulness,amfani,amfani,positive
enchanted,sihiri,sihiri,positive
frenzied,frenzied,haukan nishadi,negative
cadaver,gawa,gawa,negative
peace,zaman lafiya,zaman lafiya,positive
reluctance,rashin so,rashin so,negative
bale,bale,nannadewa,negative
weeds,ciyawa,ciyawa,negative
degradingly,mai kaskantarwa,a kasakance,negative
moral,halin kirki,halin kirki,positive
fecilitous,mai ladabi,mai ladabi,positive
chastised,azabtar,azabtar,negative
gorgeous,na kwazazzabo,kayatacce,positive
grey,launin toka-toka,launin toka-toka,negative
speculation,hasashe,hasashe,negative
engrossed,shagala,shagala,positive
blindness,makanta,makanta,negative
interruptions,katsewa,katsewa,negative
truth,gaskiya,gaskiya,positive
luxurious,na marmari,na jin dadi,positive
controversial,mai rigima,mai rigima,negative
faithfulness,aminci,aminci,positive
dashing,faduwa,bayarwa,positive
ensuring,tabbatarwa,tabbatarwa,positive
affronted,cin mutunci,cin mutunci,negative
somatic,somatic,abu na gangar jiki,negative
healthful,mai lafiya,mai lafiya,positive
traped,tarkon,tarkon,negative
burke,burki,mutumin banza,negative
sultry,sultry,mai gishiri,positive
mayor,magajin gari,magajin gari,positive
enjoy,ji dadin,ji dadin,positive
excessive,wuce kima,wuce kima,negative
bullyingly,zalunci,zalunci,negative
ungodly,marasa tsoron Allah,marasa tsoron Allah,negative
intermittent,katsewa,katsewa,negative
torpedo,torpedo,bom na kasan ruwa,negative
bland,m,mara kyau,negative
guiltless,mara laifi,mara laifi,positive
omen,zagi,zagi,negative
tramp,matattakala,matattakala,negative
gallows,rataye,rataye,negative
lazy,malalaci,malalaci,negative
jeopardize,jefa cikin haɗari,jefa cikin haɗari,negative
cushy,cushy,mai sauki,positive
firearms,bindigogi,bindigogi,negative
undermine,lalata,lalata,negative
convoluted,rikicewa,rikicewa,negative
senseless,mara hankali,mara hankali,negative
conciliation,sulhu,sulhu,positive
ashame,ashame,kunya,negative
dolphin,dabbar dolphin,babban kifi,positive
fascinated,burgewa,burgewa,positive
poisonous,mai guba,mai guba,negative
outburst,fitarwa,fashewa,negative
rattles,raggo,raggo,negative
renown,sananne,sananne,positive
ramshackle,ramshackle,tsananin rashin kula,negative
insecure,rashin tsaro,rashin tsaro,negative
overstates,karin bayani,karin bayani,negative
immense,babba,babba,positive
restored,mayar,mayar,positive
withdraw,janye,janye,negative
integral,na game,na game,positive
incoherently,ba daidai ba,ba daidai ba,negative
frolic,frolic,ran-gadi,positive
victory,nasara,nasara,positive
virulent,cutarwa,cutarwa,negative
affordably,iya iyawa,iya iyawa,positive
offends,laifi,yana laifi,negative
ineptitude,rashin fahimta,rashin fahimta,negative
witty,mai hankali,mai hankali,positive
tolerable,mai haƙuri,mai haƙuri,positive
paddle,filafili,feda,positive
frugal,mai da hankali,mai da hankali,positive
commended,yaba,yaba,positive
tether,tether,daure dabba,negative
hit,buga,buga,negative
glibly,cikin annashuwa,cikin annashuwa,negative
uneconomical,mara tattalin arziki,mara tattalin arziki,negative
absurdly,wauta,wauta,negative
grandchildren,jikoki,jikoki,positive
rescind,sokewa,sokewa,negative
despot,mai iko,mai iko,negative
precision,daidaici,daidaici,positive
brood,brood,bata ran wani,negative
curl,lanƙwasa,lanƙwasa,positive
tribute,haraji,haraji,positive
sanctuary,Wuri Mai Tsarki,Wuri Mai Tsarki,positive
